path,label,label_name,duration
C:/Users/nikhi/Desktop/Stutter.io/Projexa-AI/Data_downloading/normalized_audio/clean_audio/HeStutters/10/HeStutters_10_31.wav,6,interjection,1.976
C:/Users/nikhi/Desktop/Stutter.io/Projexa-AI/Data_downloading/normalized_audio/clean_audio/HeStutters/10/HeStutters_10_36.wav,6,interjection,2.008
C:/Users/nikhi/Desktop/Stutter.io/Projexa-AI/Data_downloading/normalized_audio/clean_audio/HeStutters/10/HeStutters_10_6.wav,6,interjection,1.6
C:/Users/nikhi/Desktop/Stutter.io/Projexa-AI/Data_downloading/normalized_audio/clean_audio/HeStutters/10/HeStutters_10_8.wav,0,fluent,3.0
C:/Users/nikhi/Desktop/Stutter.io/Projexa-AI/Data_downloading/normalized_audio/clean_audio/HeStutters/10/HeStutters_10_9.wav,6,interjection,3.0
C:/Users/nikhi/Desktop/Stutter.io/Projexa-AI/Data_downloading/normalized_audio/clean_audio/HeStutters/11/HeStutters_11_0.wav,0,fluent,1.944
C:/Users/nikhi/Desktop/Stutter.io/Projexa-AI/Data_downloading/normalized_audio/clean_audio/HeStutters/11/HeStutters_11_106.wav,6,interjection,2.68
C:/Users/nikhi/Desktop/Stutter.io/Projexa-AI/Data_downloading/normalized_audio/clean_audio/HeStutters/11/HeStutters_11_111.wav,0,fluent,2.008
C:/Users/nikhi/Desktop/Stutter.io/Projexa-AI/Data_downloading/normalized_audio/clean_audio/HeStutters/11/HeStutters_11_118.wav,6,interjection,3.0
C:/Users/nikhi/Desktop/Stutter.io/Projexa-AI/Data_downloading/normalized_audio/clean_audio/HeStutters/11/HeStutters_11_12.wav,0,fluent,3.0
C:/Users/nikhi/Desktop/Stutter.io/Projexa-AI/Data_downloading/normalized_audio/clean_audio/HeStutters/11/HeStutters_11_130.wav,6,interjection,3.0
C:/Users/nikhi/Desktop/Stutter.io/Projexa-AI/Data_downloading/normalized_audio/clean_audio/HeStutters/11/HeStutters_11_134.wav,0,fluent,2.936
C:/Users/nikhi/Desktop/Stutter.io/Projexa-AI/Data_downloading/normalized_audio/clean_audio/HeStutters/11/HeStutters_11_14.wav,0,fluent,3.0
C:/Users/nikhi/Desktop/Stutter.io/Projexa-AI/Data_downloading/normalized_audio/clean_audio/HeStutters/11/HeStutters_11_143.wav,0,fluent,2.744
C:/Users/nikhi/Desktop/Stutter.io/Projexa-AI/Data_downloading/normalized_audio/clean_audio/HeStutters/11/HeStutters_11_149.wav,0,fluent,1.984
C:/Users/nikhi/Desktop/Stutter.io/Projexa-AI/Data_downloading/normalized_audio/clean_audio/HeStutters/11/HeStutters_11_15.wav,6,interjection,3.0
C:/Users/nikhi/Desktop/Stutter.io/Projexa-AI/Data_downloading/normalized_audio/clean_audio/HeStutters/11/HeStutters_11_150.wav,0,fluent,2.008
C:/Users/nikhi/Desktop/Stutter.io/Projexa-AI/Data_downloading/normalized_audio/clean_audio/HeStutters/11/HeStutters_11_163.wav,0,fluent,3.0
C:/Users/nikhi/Desktop/Stutter.io/Projexa-AI/Data_downloading/normalized_audio/clean_audio/HeStutters/11/HeStutters_11_172.wav,0,fluent,3.0
C:/Users/nikhi/Desktop/Stutter.io/Projexa-AI/Data_downloading/normalized_audio/clean_audio/HeStutters/11/HeStutters_11_179.wav,6,interjection,3.0
C:/Users/nikhi/Desktop/Stutter.io/Projexa-AI/Data_downloading/normalized_audio/clean_audio/HeStutters/11/HeStutters_11_181.wav,0,fluent,2.016
C:/Users/nikhi/Desktop/Stutter.io/Projexa-AI/Data_downloading/normalized_audio/clean_audio/HeStutters/11/HeStutters_11_183.wav,0,fluent,1.888
C:/Users/nikhi/Desktop/Stutter.io/Projexa-AI/Data_downloading/normalized_audio/clean_audio/HeStutters/11/HeStutters_11_188.wav,6,interjection,1.976
C:/Users/nikhi/Desktop/Stutter.io/Projexa-AI/Data_downloading/normalized_audio/clean_audio/HeStutters/11/HeStutters_11_19.wav,0,fluent,1.912
C:/Users/nikhi/Desktop/Stutter.io/Projexa-AI/Data_downloading/normalized_audio/clean_audio/HeStutters/11/HeStutters_11_194.wav,0,fluent,2.016
C:/Users/nikhi/Desktop/Stutter.io/Projexa-AI/Data_downloading/normalized_audio/clean_audio/HeStutters/11/HeStutters_11_20.wav,0,fluent,3.0
C:/Users/nikhi/Desktop/Stutter.io/Projexa-AI/Data_downloading/normalized_audio/clean_audio/HeStutters/11/HeStutters_11_204.wav,0,fluent,2.016
C:/Users/nikhi/Desktop/Stutter.io/Projexa-AI/Data_downloading/normalized_audio/clean_audio/HeStutters/11/HeStutters_11_22.wav,0,fluent,3.0
C:/Users/nikhi/Desktop/Stutter.io/Projexa-AI/Data_downloading/normalized_audio/clean_audio/HeStutters/11/HeStutters_11_25.wav,6,interjection,2.016
C:/Users/nikhi/Desktop/Stutter.io/Projexa-AI/Data_downloading/normalized_audio/clean_audio/HeStutters/11/HeStutters_11_27.wav,6,interjection,3.0
C:/Users/nikhi/Desktop/Stutter.io/Projexa-AI/Data_downloading/normalized_audio/clean_audio/HeStutters/11/HeStutters_11_39.wav,0,fluent,3.0
C:/Users/nikhi/Desktop/Stutter.io/Projexa-AI/Data_downloading/normalized_audio/clean_audio/HeStutters/11/HeStutters_11_41.wav,0,fluent,2.84
C:/Users/nikhi/Desktop/Stutter.io/Projexa-AI/Data_downloading/normalized_audio/clean_audio/HeStutters/11/HeStutters_11_42.wav,6,interjection,3.0
C:/Users/nikhi/Desktop/Stutter.io/Projexa-AI/Data_downloading/normalized_audio/clean_audio/HeStutters/11/HeStutters_11_62.wav,0,fluent,1.984
C:/Users/nikhi/Desktop/Stutter.io/Projexa-AI/Data_downloading/normalized_audio/clean_audio/HeStutters/11/HeStutters_11_64.wav,6,interjection,2.968
C:/Users/nikhi/Desktop/Stutter.io/Projexa-AI/Data_downloading/normalized_audio/clean_audio/HeStutters/11/HeStutters_11_67.wav,0,fluent,3.0
C:/Users/nikhi/Desktop/Stutter.io/Projexa-AI/Data_downloading/normalized_audio/clean_audio/HeStutters/11/HeStutters_11_70.wav,0,fluent,3.0
C:/Users/nikhi/Desktop/Stutter.io/Projexa-AI/Data_downloading/normalized_audio/clean_audio/HeStutters/11/HeStutters_11_72.wav,6,interjection,3.0
C:/Users/nikhi/Desktop/Stutter.io/Projexa-AI/Data_downloading/normalized_audio/clean_audio/HeStutters/11/HeStutters_11_73.wav,0,fluent,1.888
C:/Users/nikhi/Desktop/Stutter.io/Projexa-AI/Data_downloading/normalized_audio/clean_audio/HeStutters/11/HeStutters_11_8.wav,6,interjection,1.952
C:/Users/nikhi/Desktop/Stutter.io/Projexa-AI/Data_downloading/normalized_audio/clean_audio/HeStutters/11/HeStutters_11_83.wav,0,fluent,3.0
C:/Users/nikhi/Desktop/Stutter.io/Projexa-AI/Data_downloading/normalized_audio/clean_audio/HeStutters/11/HeStutters_11_90.wav,0,fluent,3.0
C:/Users/nikhi/Desktop/Stutter.io/Projexa-AI/Data_downloading/normalized_audio/clean_audio/HeStutters/11/HeStutters_11_92.wav,0,fluent,3.0
C:/Users/nikhi/Desktop/Stutter.io/Projexa-AI/Data_downloading/normalized_audio/clean_audio/HeStutters/11/HeStutters_11_99.wav,6,interjection,2.592
C:/Users/nikhi/Desktop/Stutter.io/Projexa-AI/Data_downloading/normalized_audio/clean_audio/HeStutters/12/HeStutters_12_0.wav,6,interjection,3.0
C:/Users/nikhi/Desktop/Stutter.io/Projexa-AI/Data_downloading/normalized_audio/clean_audio/HeStutters/12/HeStutters_12_101.wav,0,fluent,1.824
C:/Users/nikhi/Desktop/Stutter.io/Projexa-AI/Data_downloading/normalized_audio/clean_audio/HeStutters/12/HeStutters_12_105.wav,6,interjection,2.712
C:/Users/nikhi/Desktop/Stutter.io/Projexa-AI/Data_downloading/normalized_audio/clean_audio/HeStutters/12/HeStutters_12_114.wav,0,fluent,1.976
C:/Users/nikhi/Desktop/Stutter.io/Projexa-AI/Data_downloading/normalized_audio/clean_audio/HeStutters/12/HeStutters_12_118.wav,6,interjection,1.976
C:/Users/nikhi/Desktop/Stutter.io/Projexa-AI/Data_downloading/normalized_audio/clean_audio/HeStutters/12/HeStutters_12_12.wav,6,interjection,2.008
C:/Users/nikhi/Desktop/Stutter.io/Projexa-AI/Data_downloading/normalized_audio/clean_audio/HeStutters/12/HeStutters_12_120.wav,6,interjection,2.904
C:/Users/nikhi/Desktop/Stutter.io/Projexa-AI/Data_downloading/normalized_audio/clean_audio/HeStutters/12/HeStutters_12_125.wav,0,fluent,2.976
C:/Users/nikhi/Desktop/Stutter.io/Projexa-AI/Data_downloading/normalized_audio/clean_audio/HeStutters/12/HeStutters_12_127.wav,6,interjection,2.016
C:/Users/nikhi/Desktop/Stutter.io/Projexa-AI/Data_downloading/normalized_audio/clean_audio/HeStutters/12/HeStutters_12_130.wav,0,fluent,1.696
C:/Users/nikhi/Desktop/Stutter.io/Projexa-AI/Data_downloading/normalized_audio/clean_audio/HeStutters/12/HeStutters_12_133.wav,0,fluent,1.976
C:/Users/nikhi/Desktop/Stutter.io/Projexa-AI/Data_downloading/normalized_audio/clean_audio/HeStutters/12/HeStutters_12_137.wav,0,fluent,1.984
C:/Users/nikhi/Desktop/Stutter.io/Projexa-AI/Data_downloading/normalized_audio/clean_audio/HeStutters/12/HeStutters_12_14.wav,0,fluent,1.976
C:/Users/nikhi/Desktop/Stutter.io/Projexa-AI/Data_downloading/normalized_audio/clean_audio/HeStutters/12/HeStutters_12_141.wav,0,fluent,2.336
C:/Users/nikhi/Desktop/Stutter.io/Projexa-AI/Data_downloading/normalized_audio/clean_audio/HeStutters/12/HeStutters_12_142.wav,6,interjection,2.136
C:/Users/nikhi/Desktop/Stutter.io/Projexa-AI/Data_downloading/normalized_audio/clean_audio/HeStutters/12/HeStutters_12_148.wav,6,interjection,2.048
C:/Users/nikhi/Desktop/Stutter.io/Projexa-AI/Data_downloading/normalized_audio/clean_audio/HeStutters/12/HeStutters_12_157.wav,0,fluent,1.976
C:/Users/nikhi/Desktop/Stutter.io/Projexa-AI/Data_downloading/normalized_audio/clean_audio/HeStutters/12/HeStutters_12_158.wav,6,interjection,2.008
C:/Users/nikhi/Desktop/Stutter.io/Projexa-AI/Data_downloading/normalized_audio/clean_audio/HeStutters/12/HeStutters_12_159.wav,6,interjection,3.0
C:/Users/nikhi/Desktop/Stutter.io/Projexa-AI/Data_downloading/normalized_audio/clean_audio/HeStutters/12/HeStutters_12_163.wav,0,fluent,1.976
C:/Users/nikhi/Desktop/Stutter.io/Projexa-AI/Data_downloading/normalized_audio/clean_audio/HeStutters/12/HeStutters_12_165.wav,0,fluent,2.008
C:/Users/nikhi/Desktop/Stutter.io/Projexa-AI/Data_downloading/normalized_audio/clean_audio/HeStutters/12/HeStutters_12_166.wav,0,fluent,1.952
C:/Users/nikhi/Desktop/Stutter.io/Projexa-AI/Data_downloading/normalized_audio/clean_audio/HeStutters/12/HeStutters_12_168.wav,0,fluent,3.0
C:/Users/nikhi/Desktop/Stutter.io/Projexa-AI/Data_downloading/normalized_audio/clean_audio/HeStutters/12/HeStutters_12_169.wav,0,fluent,3.0
C:/Users/nikhi/Desktop/Stutter.io/Projexa-AI/Data_downloading/normalized_audio/clean_audio/HeStutters/12/HeStutters_12_175.wav,0,fluent,2.016
C:/Users/nikhi/Desktop/Stutter.io/Projexa-AI/Data_downloading/normalized_audio/clean_audio/HeStutters/12/HeStutters_12_178.wav,0,fluent,2.016
C:/Users/nikhi/Desktop/Stutter.io/Projexa-AI/Data_downloading/normalized_audio/clean_audio/HeStutters/12/HeStutters_12_18.wav,0,fluent,2.008
C:/Users/nikhi/Desktop/Stutter.io/Projexa-AI/Data_downloading/normalized_audio/clean_audio/HeStutters/12/HeStutters_12_184.wav,0,fluent,3.0
C:/Users/nikhi/Desktop/Stutter.io/Projexa-AI/Data_downloading/normalized_audio/clean_audio/HeStutters/12/HeStutters_12_193.wav,0,fluent,3.0
C:/Users/nikhi/Desktop/Stutter.io/Projexa-AI/Data_downloading/normalized_audio/clean_audio/HeStutters/12/HeStutters_12_197.wav,6,interjection,2.744
C:/Users/nikhi/Desktop/Stutter.io/Projexa-AI/Data_downloading/normalized_audio/clean_audio/HeStutters/12/HeStutters_12_201.wav,6,interjection,2.016
C:/Users/nikhi/Desktop/Stutter.io/Projexa-AI/Data_downloading/normalized_audio/clean_audio/HeStutters/12/HeStutters_12_202.wav,0,fluent,1.976
C:/Users/nikhi/Desktop/Stutter.io/Projexa-AI/Data_downloading/normalized_audio/clean_audio/HeStutters/12/HeStutters_12_206.wav,6,interjection,3.0
C:/Users/nikhi/Desktop/Stutter.io/Projexa-AI/Data_downloading/normalized_audio/clean_audio/HeStutters/12/HeStutters_12_207.wav,0,fluent,3.0
C:/Users/nikhi/Desktop/Stutter.io/Projexa-AI/Data_downloading/normalized_audio/clean_audio/HeStutters/12/HeStutters_12_27.wav,0,fluent,2.048
C:/Users/nikhi/Desktop/Stutter.io/Projexa-AI/Data_downloading/normalized_audio/clean_audio/HeStutters/12/HeStutters_12_3.wav,6,interjection,3.0
C:/Users/nikhi/Desktop/Stutter.io/Projexa-AI/Data_downloading/normalized_audio/clean_audio/HeStutters/12/HeStutters_12_4.wav,0,fluent,2.144
C:/Users/nikhi/Desktop/Stutter.io/Projexa-AI/Data_downloading/normalized_audio/clean_audio/HeStutters/12/HeStutters_12_45.wav,0,fluent,2.016
C:/Users/nikhi/Desktop/Stutter.io/Projexa-AI/Data_downloading/normalized_audio/clean_audio/HeStutters/12/HeStutters_12_49.wav,6,interjection,1.976
C:/Users/nikhi/Desktop/Stutter.io/Projexa-AI/Data_downloading/normalized_audio/clean_audio/HeStutters/12/HeStutters_12_54.wav,6,interjection,3.0
C:/Users/nikhi/Desktop/Stutter.io/Projexa-AI/Data_downloading/normalized_audio/clean_audio/HeStutters/12/HeStutters_12_55.wav,6,interjection,2.016
C:/Users/nikhi/Desktop/Stutter.io/Projexa-AI/Data_downloading/normalized_audio/clean_audio/HeStutters/12/HeStutters_12_68.wav,0,fluent,1.848
C:/Users/nikhi/Desktop/Stutter.io/Projexa-AI/Data_downloading/normalized_audio/clean_audio/HeStutters/12/HeStutters_12_7.wav,6,interjection,2.008
C:/Users/nikhi/Desktop/Stutter.io/Projexa-AI/Data_downloading/normalized_audio/clean_audio/HeStutters/12/HeStutters_12_79.wav,0,fluent,1.952
C:/Users/nikhi/Desktop/Stutter.io/Projexa-AI/Data_downloading/normalized_audio/clean_audio/HeStutters/12/HeStutters_12_96.wav,6,interjection,3.0
C:/Users/nikhi/Desktop/Stutter.io/Projexa-AI/Data_downloading/normalized_audio/clean_audio/HeStutters/13/HeStutters_13_10.wav,6,interjection,1.944
C:/Users/nikhi/Desktop/Stutter.io/Projexa-AI/Data_downloading/normalized_audio/clean_audio/HeStutters/13/HeStutters_13_13.wav,0,fluent,1.984
C:/Users/nikhi/Desktop/Stutter.io/Projexa-AI/Data_downloading/normalized_audio/clean_audio/HeStutters/13/HeStutters_13_14.wav,0,fluent,1.952
C:/Users/nikhi/Desktop/Stutter.io/Projexa-AI/Data_downloading/normalized_audio/clean_audio/HeStutters/13/HeStutters_13_16.wav,0,fluent,1.984
C:/Users/nikhi/Desktop/Stutter.io/Projexa-AI/Data_downloading/normalized_audio/clean_audio/HeStutters/13/HeStutters_13_24.wav,0,fluent,1.976
C:/Users/nikhi/Desktop/Stutter.io/Projexa-AI/Data_downloading/normalized_audio/clean_audio/HeStutters/13/HeStutters_13_25.wav,0,fluent,2.008
C:/Users/nikhi/Desktop/Stutter.io/Projexa-AI/Data_downloading/normalized_audio/clean_audio/HeStutters/13/HeStutters_13_28.wav,0,fluent,3.0
C:/Users/nikhi/Desktop/Stutter.io/Projexa-AI/Data_downloading/normalized_audio/clean_audio/HeStutters/13/HeStutters_13_29.wav,0,fluent,2.008
C:/Users/nikhi/Desktop/Stutter.io/Projexa-AI/Data_downloading/normalized_audio/clean_audio/HeStutters/13/HeStutters_13_3.wav,0,fluent,2.104
C:/Users/nikhi/Desktop/Stutter.io/Projexa-AI/Data_downloading/normalized_audio/clean_audio/HeStutters/13/HeStutters_13_30.wav,0,fluent,1.984
C:/Users/nikhi/Desktop/Stutter.io/Projexa-AI/Data_downloading/normalized_audio/clean_audio/HeStutters/13/HeStutters_13_31.wav,0,fluent,1.568
C:/Users/nikhi/Desktop/Stutter.io/Projexa-AI/Data_downloading/normalized_audio/clean_audio/HeStutters/13/HeStutters_13_32.wav,6,interjection,2.008
C:/Users/nikhi/Desktop/Stutter.io/Projexa-AI/Data_downloading/normalized_audio/clean_audio/HeStutters/13/HeStutters_13_34.wav,0,fluent,2.008
C:/Users/nikhi/Desktop/Stutter.io/Projexa-AI/Data_downloading/normalized_audio/clean_audio/HeStutters/13/HeStutters_13_35.wav,0,fluent,1.856
C:/Users/nikhi/Desktop/Stutter.io/Projexa-AI/Data_downloading/normalized_audio/clean_audio/HeStutters/13/HeStutters_13_36.wav,6,interjection,2.008
C:/Users/nikhi/Desktop/Stutter.io/Projexa-AI/Data_downloading/normalized_audio/clean_audio/HeStutters/13/HeStutters_13_4.wav,0,fluent,1.984
C:/Users/nikhi/Desktop/Stutter.io/Projexa-AI/Data_downloading/normalized_audio/clean_audio/HeStutters/14/HeStutters_14_11.wav,0,fluent,2.968
C:/Users/nikhi/Desktop/Stutter.io/Projexa-AI/Data_downloading/normalized_audio/clean_audio/HeStutters/14/HeStutters_14_12.wav,0,fluent,3.0
C:/Users/nikhi/Desktop/Stutter.io/Projexa-AI/Data_downloading/normalized_audio/clean_audio/HeStutters/14/HeStutters_14_17.wav,6,interjection,3.0
C:/Users/nikhi/Desktop/Stutter.io/Projexa-AI/Data_downloading/normalized_audio/clean_audio/HeStutters/14/HeStutters_14_19.wav,0,fluent,3.0
C:/Users/nikhi/Desktop/Stutter.io/Projexa-AI/Data_downloading/normalized_audio/clean_audio/HeStutters/14/HeStutters_14_2.wav,0,fluent,3.0
C:/Users/nikhi/Desktop/Stutter.io/Projexa-AI/Data_downloading/normalized_audio/clean_audio/HeStutters/14/HeStutters_14_20.wav,0,fluent,2.808
C:/Users/nikhi/Desktop/Stutter.io/Projexa-AI/Data_downloading/normalized_audio/clean_audio/HeStutters/14/HeStutters_14_24.wav,0,fluent,3.0
C:/Users/nikhi/Desktop/Stutter.io/Projexa-AI/Data_downloading/normalized_audio/clean_audio/HeStutters/14/HeStutters_14_26.wav,0,fluent,1.984
C:/Users/nikhi/Desktop/Stutter.io/Projexa-AI/Data_downloading/normalized_audio/clean_audio/HeStutters/14/HeStutters_14_30.wav,0,fluent,3.0
C:/Users/nikhi/Desktop/Stutter.io/Projexa-AI/Data_downloading/normalized_audio/clean_audio/HeStutters/14/HeStutters_14_32.wav,0,fluent,3.0
C:/Users/nikhi/Desktop/Stutter.io/Projexa-AI/Data_downloading/normalized_audio/clean_audio/HeStutters/14/HeStutters_14_33.wav,6,interjection,3.0
C:/Users/nikhi/Desktop/Stutter.io/Projexa-AI/Data_downloading/normalized_audio/clean_audio/HeStutters/14/HeStutters_14_34.wav,0,fluent,2.008
C:/Users/nikhi/Desktop/Stutter.io/Projexa-AI/Data_downloading/normalized_audio/clean_audio/HeStutters/14/HeStutters_14_35.wav,6,interjection,2.008
C:/Users/nikhi/Desktop/Stutter.io/Projexa-AI/Data_downloading/normalized_audio/clean_audio/HeStutters/14/HeStutters_14_37.wav,6,interjection,2.656
C:/Users/nikhi/Desktop/Stutter.io/Projexa-AI/Data_downloading/normalized_audio/clean_audio/HeStutters/14/HeStutters_14_39.wav,0,fluent,3.0
C:/Users/nikhi/Desktop/Stutter.io/Projexa-AI/Data_downloading/normalized_audio/clean_audio/HeStutters/14/HeStutters_14_4.wav,0,fluent,2.488
C:/Users/nikhi/Desktop/Stutter.io/Projexa-AI/Data_downloading/normalized_audio/clean_audio/HeStutters/14/HeStutters_14_5.wav,0,fluent,3.0
C:/Users/nikhi/Desktop/Stutter.io/Projexa-AI/Data_downloading/normalized_audio/clean_audio/HeStutters/15/HeStutters_15_1.wav,0,fluent,1.76
C:/Users/nikhi/Desktop/Stutter.io/Projexa-AI/Data_downloading/normalized_audio/clean_audio/HeStutters/15/HeStutters_15_104.wav,6,interjection,3.0
C:/Users/nikhi/Desktop/Stutter.io/Projexa-AI/Data_downloading/normalized_audio/clean_audio/HeStutters/15/HeStutters_15_118.wav,6,interjection,2.936
C:/Users/nikhi/Desktop/Stutter.io/Projexa-AI/Data_downloading/normalized_audio/clean_audio/HeStutters/15/HeStutters_15_123.wav,6,interjection,3.0
C:/Users/nikhi/Desktop/Stutter.io/Projexa-AI/Data_downloading/normalized_audio/clean_audio/HeStutters/15/HeStutters_15_127.wav,0,fluent,3.0
C:/Users/nikhi/Desktop/Stutter.io/Projexa-AI/Data_downloading/normalized_audio/clean_audio/HeStutters/15/HeStutters_15_128.wav,0,fluent,2.08
C:/Users/nikhi/Desktop/Stutter.io/Projexa-AI/Data_downloading/normalized_audio/clean_audio/HeStutters/15/HeStutters_15_138.wav,0,fluent,3.0
C:/Users/nikhi/Desktop/Stutter.io/Projexa-AI/Data_downloading/normalized_audio/clean_audio/HeStutters/15/HeStutters_15_139.wav,0,fluent,2.016
C:/Users/nikhi/Desktop/Stutter.io/Projexa-AI/Data_downloading/normalized_audio/clean_audio/HeStutters/15/HeStutters_15_140.wav,6,interjection,2.008
C:/Users/nikhi/Desktop/Stutter.io/Projexa-AI/Data_downloading/normalized_audio/clean_audio/HeStutters/15/HeStutters_15_141.wav,6,interjection,2.048
C:/Users/nikhi/Desktop/Stutter.io/Projexa-AI/Data_downloading/normalized_audio/clean_audio/HeStutters/15/HeStutters_15_148.wav,0,fluent,1.912
C:/Users/nikhi/Desktop/Stutter.io/Projexa-AI/Data_downloading/normalized_audio/clean_audio/HeStutters/15/HeStutters_15_159.wav,0,fluent,2.048
C:/Users/nikhi/Desktop/Stutter.io/Projexa-AI/Data_downloading/normalized_audio/clean_audio/HeStutters/15/HeStutters_15_163.wav,0,fluent,3.0
C:/Users/nikhi/Desktop/Stutter.io/Projexa-AI/Data_downloading/normalized_audio/clean_audio/HeStutters/15/HeStutters_15_164.wav,0,fluent,2.016
