file_path,Prolongation,Block,SoundRep,WordRep,Interjection
C:\Users\abhyu\Desktop\Sem 4\PROJEXA-AI\Projexa-AI\Trial#1\Data_downloading\raw_audio\HeStutters\1_21.wav,0,0,1,0,0
C:\Users\abhyu\Desktop\Sem 4\PROJEXA-AI\Projexa-AI\Trial#1\Data_downloading\raw_audio\HeStutters\1_22.wav,1,1,0,0,0
C:\Users\abhyu\Desktop\Sem 4\PROJEXA-AI\Projexa-AI\Trial#1\Data_downloading\raw_audio\HeStutters\1_23.wav,1,0,0,0,0
C:\Users\abhyu\Desktop\Sem 4\PROJEXA-AI\Projexa-AI\Trial#1\Data_downloading\raw_audio\HeStutters\1_24.wav,0,1,0,1,1
C:\Users\abhyu\Desktop\Sem 4\PROJEXA-AI\Projexa-AI\Trial#1\Data_downloading\raw_audio\HeStutters\1_25.wav,1,0,0,0,0
C:\Users\abhyu\Desktop\Sem 4\PROJEXA-AI\Projexa-AI\Trial#1\Data_downloading\raw_audio\HeStutters\1_26.wav,0,1,0,0,1
C:\Users\abhyu\Desktop\Sem 4\PROJEXA-AI\Projexa-AI\Trial#1\Data_downloading\raw_audio\HeStutters\1_27.wav,1,1,0,0,0
C:\Users\abhyu\Desktop\Sem 4\PROJEXA-AI\Projexa-AI\Trial#1\Data_downloading\raw_audio\HeStutters\1_28.wav,1,0,0,1,1
C:\Users\abhyu\Desktop\Sem 4\PROJEXA-AI\Projexa-AI\Trial#1\Data_downloading\raw_audio\HeStutters\1_29.wav,1,0,0,0,0
C:\Users\abhyu\Desktop\Sem 4\PROJEXA-AI\Projexa-AI\Trial#1\Data_downloading\raw_audio\HeStutters\1_30.wav,0,1,0,0,0
C:\Users\abhyu\Desktop\Sem 4\PROJEXA-AI\Projexa-AI\Trial#1\Data_downloading\raw_audio\HeStutters\1_31.wav,1,1,0,0,0
C:\Users\abhyu\Desktop\Sem 4\PROJEXA-AI\Projexa-AI\Trial#1\Data_downloading\raw_audio\HeStutters\1_32.wav,1,0,0,0,1
C:\Users\abhyu\Desktop\Sem 4\PROJEXA-AI\Projexa-AI\Trial#1\Data_downloading\raw_audio\HeStutters\1_33.wav,0,1,1,0,0
C:\Users\abhyu\Desktop\Sem 4\PROJEXA-AI\Projexa-AI\Trial#1\Data_downloading\raw_audio\HeStutters\1_34.wav,0,0,1,1,1
C:\Users\abhyu\Desktop\Sem 4\PROJEXA-AI\Projexa-AI\Trial#1\Data_downloading\raw_audio\HeStutters\1_35.wav,1,1,1,0,0
C:\Users\abhyu\Desktop\Sem 4\PROJEXA-AI\Projexa-AI\Trial#1\Data_downloading\raw_audio\HeStutters\1_36.wav,0,1,0,0,1
C:\Users\abhyu\Desktop\Sem 4\PROJEXA-AI\Projexa-AI\Trial#1\Data_downloading\raw_audio\HeStutters\1_37.wav,0,1,1,0,1
C:\Users\abhyu\Desktop\Sem 4\PROJEXA-AI\Projexa-AI\Trial#1\Data_downloading\raw_audio\HeStutters\1_38.wav,0,1,0,0,0
C:\Users\abhyu\Desktop\Sem 4\PROJEXA-AI\Projexa-AI\Trial#1\Data_downloading\raw_audio\HeStutters\1_39.wav,0,1,1,0,1
C:\Users\abhyu\Desktop\Sem 4\PROJEXA-AI\Projexa-AI\Trial#1\Data_downloading\raw_audio\HeStutters\1_40.wav,1,1,0,0,0
C:\Users\abhyu\Desktop\Sem 4\PROJEXA-AI\Projexa-AI\Trial#1\Data_downloading\raw_audio\HeStutters\1_41.wav,1,1,0,0,1
C:\Users\abhyu\Desktop\Sem 4\PROJEXA-AI\Projexa-AI\Trial#1\Data_downloading\raw_audio\HeStutters\1_42.wav,1,1,1,1,0
C:\Users\abhyu\Desktop\Sem 4\PROJEXA-AI\Projexa-AI\Trial#1\Data_downloading\raw_audio\HeStutters\1_43.wav,0,1,0,0,1
C:\Users\abhyu\Desktop\Sem 4\PROJEXA-AI\Projexa-AI\Trial#1\Data_downloading\raw_audio\HeStutters\1_44.wav,0,1,0,0,0
C:\Users\abhyu\Desktop\Sem 4\PROJEXA-AI\Projexa-AI\Trial#1\Data_downloading\raw_audio\HeStutters\1_45.wav,1,0,1,0,0
C:\Users\abhyu\Desktop\Sem 4\PROJEXA-AI\Projexa-AI\Trial#1\Data_downloading\raw_audio\HeStutters\1_46.wav,0,1,1,0,0
C:\Users\abhyu\Desktop\Sem 4\PROJEXA-AI\Projexa-AI\Trial#1\Data_downloading\raw_audio\HeStutters\1_47.wav,0,1,0,0,1
C:\Users\abhyu\Desktop\Sem 4\PROJEXA-AI\Projexa-AI\Trial#1\Data_downloading\raw_audio\HeStutters\1_48.wav,1,0,1,1,1
C:\Users\abhyu\Desktop\Sem 4\PROJEXA-AI\Projexa-AI\Trial#1\Data_downloading\raw_audio\HeStutters\1_49.wav,0,1,1,0,0
C:\Users\abhyu\Desktop\Sem 4\PROJEXA-AI\Projexa-AI\Trial#1\Data_downloading\raw_audio\HeStutters\1_50.wav,0,1,1,0,1
C:\Users\abhyu\Desktop\Sem 4\PROJEXA-AI\Projexa-AI\Trial#1\Data_downloading\raw_audio\HeStutters\1_51.wav,0,1,0,1,0
C:\Users\abhyu\Desktop\Sem 4\PROJEXA-AI\Projexa-AI\Trial#1\Data_downloading\raw_audio\HeStutters\1_53.wav,1,1,0,0,0
C:\Users\abhyu\Desktop\Sem 4\PROJEXA-AI\Projexa-AI\Trial#1\Data_downloading\raw_audio\HeStutters\1_54.wav,1,0,1,0,0
C:\Users\abhyu\Desktop\Sem 4\PROJEXA-AI\Projexa-AI\Trial#1\Data_downloading\raw_audio\HeStutters\1_55.wav,0,1,0,0,0
C:\Users\abhyu\Desktop\Sem 4\PROJEXA-AI\Projexa-AI\Trial#1\Data_downloading\raw_audio\HeStutters\1_56.wav,0,0,1,0,0
C:\Users\abhyu\Desktop\Sem 4\PROJEXA-AI\Projexa-AI\Trial#1\Data_downloading\raw_audio\HeStutters\1_57.wav,1,0,1,0,0
C:\Users\abhyu\Desktop\Sem 4\PROJEXA-AI\Projexa-AI\Trial#1\Data_downloading\raw_audio\HeStutters\1_58.wav,0,0,0,1,0
C:\Users\abhyu\Desktop\Sem 4\PROJEXA-AI\Projexa-AI\Trial#1\Data_downloading\raw_audio\HeStutters\1_59.wav,1,0,0,0,1
C:\Users\abhyu\Desktop\Sem 4\PROJEXA-AI\Projexa-AI\Trial#1\Data_downloading\raw_audio\HeStutters\1_60.wav,1,1,1,0,0
C:\Users\abhyu\Desktop\Sem 4\PROJEXA-AI\Projexa-AI\Trial#1\Data_downloading\raw_audio\HeStutters\1_61.wav,0,1,1,0,1
C:\Users\abhyu\Desktop\Sem 4\PROJEXA-AI\Projexa-AI\Trial#1\Data_downloading\raw_audio\HeStutters\1_62.wav,0,1,1,1,0
C:\Users\abhyu\Desktop\Sem 4\PROJEXA-AI\Projexa-AI\Trial#1\Data_downloading\raw_audio\HeStutters\1_63.wav,1,1,0,0,0
C:\Users\abhyu\Desktop\Sem 4\PROJEXA-AI\Projexa-AI\Trial#1\Data_downloading\raw_audio\HeStutters\1_65.wav,0,1,1,1,0
C:\Users\abhyu\Desktop\Sem 4\PROJEXA-AI\Projexa-AI\Trial#1\Data_downloading\raw_audio\HeStutters\1_66.wav,1,0,0,0,0
C:\Users\abhyu\Desktop\Sem 4\PROJEXA-AI\Projexa-AI\Trial#1\Data_downloading\raw_audio\HeStutters\1_67.wav,0,1,1,0,1
C:\Users\abhyu\Desktop\Sem 4\PROJEXA-AI\Projexa-AI\Trial#1\Data_downloading\raw_audio\HeStutters\1_68.wav,0,1,0,0,0
C:\Users\abhyu\Desktop\Sem 4\PROJEXA-AI\Projexa-AI\Trial#1\Data_downloading\raw_audio\HeStutters\1_69.wav,1,1,0,0,1
C:\Users\abhyu\Desktop\Sem 4\PROJEXA-AI\Projexa-AI\Trial#1\Data_downloading\raw_audio\HeStutters\1_70.wav,0,1,1,0,1
C:\Users\abhyu\Desktop\Sem 4\PROJEXA-AI\Projexa-AI\Trial#1\Data_downloading\raw_audio\HeStutters\1_71.wav,0,0,0,1,0
C:\Users\abhyu\Desktop\Sem 4\PROJEXA-AI\Projexa-AI\Trial#1\Data_downloading\raw_audio\HeStutters\1_72.wav,1,1,0,0,0
C:\Users\abhyu\Desktop\Sem 4\PROJEXA-AI\Projexa-AI\Trial#1\Data_downloading\raw_audio\HeStutters\1_73.wav,0,1,0,1,0
C:\Users\abhyu\Desktop\Sem 4\PROJEXA-AI\Projexa-AI\Trial#1\Data_downloading\raw_audio\HeStutters\1_74.wav,1,1,1,0,1
C:\Users\abhyu\Desktop\Sem 4\PROJEXA-AI\Projexa-AI\Trial#1\Data_downloading\raw_audio\HeStutters\1_75.wav,0,1,1,0,0
C:\Users\abhyu\Desktop\Sem 4\PROJEXA-AI\Projexa-AI\Trial#1\Data_downloading\raw_audio\HeStutters\1_76.wav,0,1,0,0,1
C:\Users\abhyu\Desktop\Sem 4\PROJEXA-AI\Projexa-AI\Trial#1\Data_downloading\raw_audio\HeStutters\1_77.wav,0,1,1,0,0
C:\Users\abhyu\Desktop\Sem 4\PROJEXA-AI\Projexa-AI\Trial#1\Data_downloading\raw_audio\HeStutters\1_78.wav,0,1,0,0,0
C:\Users\abhyu\Desktop\Sem 4\PROJEXA-AI\Projexa-AI\Trial#1\Data_downloading\raw_audio\HeStutters\1_79.wav,0,1,0,0,1
C:\Users\abhyu\Desktop\Sem 4\PROJEXA-AI\Projexa-AI\Trial#1\Data_downloading\raw_audio\HeStutters\1_80.wav,0,1,0,1,1
C:\Users\abhyu\Desktop\Sem 4\PROJEXA-AI\Projexa-AI\Trial#1\Data_downloading\raw_audio\HeStutters\1_81.wav,1,1,1,0,1
C:\Users\abhyu\Desktop\Sem 4\PROJEXA-AI\Projexa-AI\Trial#1\Data_downloading\raw_audio\HeStutters\1_82.wav,1,1,1,0,0
C:\Users\abhyu\Desktop\Sem 4\PROJEXA-AI\Projexa-AI\Trial#1\Data_downloading\raw_audio\HeStutters\1_83.wav,1,0,0,0,0
C:\Users\abhyu\Desktop\Sem 4\PROJEXA-AI\Projexa-AI\Trial#1\Data_downloading\raw_audio\HeStutters\1_84.wav,0,1,0,0,0
C:\Users\abhyu\Desktop\Sem 4\PROJEXA-AI\Projexa-AI\Trial#1\Data_downloading\raw_audio\HeStutters\1_85.wav,0,0,0,1,1
C:\Users\abhyu\Desktop\Sem 4\PROJEXA-AI\Projexa-AI\Trial#1\Data_downloading\raw_audio\HeStutters\1_86.wav,1,0,0,0,0
C:\Users\abhyu\Desktop\Sem 4\PROJEXA-AI\Projexa-AI\Trial#1\Data_downloading\raw_audio\HeStutters\1_87.wav,0,1,0,0,0
C:\Users\abhyu\Desktop\Sem 4\PROJEXA-AI\Projexa-AI\Trial#1\Data_downloading\raw_audio\HeStutters\1_88.wav,0,0,1,0,1
C:\Users\abhyu\Desktop\Sem 4\PROJEXA-AI\Projexa-AI\Trial#1\Data_downloading\raw_audio\HeStutters\1_89.wav,1,0,0,0,0
C:\Users\abhyu\Desktop\Sem 4\PROJEXA-AI\Projexa-AI\Trial#1\Data_downloading\raw_audio\HeStutters\1_90.wav,1,0,0,0,1
C:\Users\abhyu\Desktop\Sem 4\PROJEXA-AI\Projexa-AI\Trial#1\Data_downloading\raw_audio\HeStutters\1_91.wav,1,0,1,0,0
C:\Users\abhyu\Desktop\Sem 4\PROJEXA-AI\Projexa-AI\Trial#1\Data_downloading\raw_audio\HeStutters\1_92.wav,0,1,1,0,0
C:\Users\abhyu\Desktop\Sem 4\PROJEXA-AI\Projexa-AI\Trial#1\Data_downloading\raw_audio\HeStutters\1_93.wav,0,0,0,0,1
C:\Users\abhyu\Desktop\Sem 4\PROJEXA-AI\Projexa-AI\Trial#1\Data_downloading\raw_audio\HeStutters\1_96.wav,0,1,1,0,0
C:\Users\abhyu\Desktop\Sem 4\PROJEXA-AI\Projexa-AI\Trial#1\Data_downloading\raw_audio\HeStutters\1_97.wav,1,0,0,0,0
C:\Users\abhyu\Desktop\Sem 4\PROJEXA-AI\Projexa-AI\Trial#1\Data_downloading\raw_audio\HeStutters\1_98.wav,0,0,0,1,0
C:\Users\abhyu\Desktop\Sem 4\PROJEXA-AI\Projexa-AI\Trial#1\Data_downloading\raw_audio\HeStutters\1_99.wav,1,0,0,0,1
C:\Users\abhyu\Desktop\Sem 4\PROJEXA-AI\Projexa-AI\Trial#1\Data_downloading\raw_audio\HeStutters\1_100.wav,0,0,1,1,0
C:\Users\abhyu\Desktop\Sem 4\PROJEXA-AI\Projexa-AI\Trial#1\Data_downloading\raw_audio\HeStutters\1_101.wav,1,1,0,0,1
C:\Users\abhyu\Desktop\Sem 4\PROJEXA-AI\Projexa-AI\Trial#1\Data_downloading\raw_audio\HeStutters\1_102.wav,1,1,0,0,0
C:\Users\abhyu\Desktop\Sem 4\PROJEXA-AI\Projexa-AI\Trial#1\Data_downloading\raw_audio\HeStutters\1_103.wav,0,0,0,0,1
C:\Users\abhyu\Desktop\Sem 4\PROJEXA-AI\Projexa-AI\Trial#1\Data_downloading\raw_audio\HeStutters\1_104.wav,0,0,0,1,1
C:\Users\abhyu\Desktop\Sem 4\PROJEXA-AI\Projexa-AI\Trial#1\Data_downloading\raw_audio\HeStutters\1_105.wav,0,0,1,0,0
C:\Users\abhyu\Desktop\Sem 4\PROJEXA-AI\Projexa-AI\Trial#1\Data_downloading\raw_audio\HeStutters\1_106.wav,0,1,0,0,0
C:\Users\abhyu\Desktop\Sem 4\PROJEXA-AI\Projexa-AI\Trial#1\Data_downloading\raw_audio\HeStutters\1_108.wav,1,1,0,0,0
C:\Users\abhyu\Desktop\Sem 4\PROJEXA-AI\Projexa-AI\Trial#1\Data_downloading\raw_audio\HeStutters\1_109.wav,0,1,0,0,1
C:\Users\abhyu\Desktop\Sem 4\PROJEXA-AI\Projexa-AI\Trial#1\Data_downloading\raw_audio\HeStutters\1_111.wav,0,0,0,1,1
C:\Users\abhyu\Desktop\Sem 4\PROJEXA-AI\Projexa-AI\Trial#1\Data_downloading\raw_audio\HeStutters\1_112.wav,1,1,0,0,0
C:\Users\abhyu\Desktop\Sem 4\PROJEXA-AI\Projexa-AI\Trial#1\Data_downloading\raw_audio\HeStutters\1_113.wav,0,1,0,0,0
C:\Users\abhyu\Desktop\Sem 4\PROJEXA-AI\Projexa-AI\Trial#1\Data_downloading\raw_audio\HeStutters\1_114.wav,0,0,1,0,0
C:\Users\abhyu\Desktop\Sem 4\PROJEXA-AI\Projexa-AI\Trial#1\Data_downloading\raw_audio\HeStutters\1_115.wav,0,0,1,1,0
C:\Users\abhyu\Desktop\Sem 4\PROJEXA-AI\Projexa-AI\Trial#1\Data_downloading\raw_audio\HeStutters\1_116.wav,1,1,1,0,0
C:\Users\abhyu\Desktop\Sem 4\PROJEXA-AI\Projexa-AI\Trial#1\Data_downloading\raw_audio\HeStutters\1_117.wav,0,1,0,0,0
C:\Users\abhyu\Desktop\Sem 4\PROJEXA-AI\Projexa-AI\Trial#1\Data_downloading\raw_audio\HeStutters\1_118.wav,1,0,0,0,1
C:\Users\abhyu\Desktop\Sem 4\PROJEXA-AI\Projexa-AI\Trial#1\Data_downloading\raw_audio\HeStutters\1_119.wav,0,1,0,0,0
C:\Users\abhyu\Desktop\Sem 4\PROJEXA-AI\Projexa-AI\Trial#1\Data_downloading\raw_audio\HeStutters\1_120.wav,1,0,0,1,0
C:\Users\abhyu\Desktop\Sem 4\PROJEXA-AI\Projexa-AI\Trial#1\Data_downloading\raw_audio\HeStutters\1_121.wav,0,0,0,0,1
C:\Users\abhyu\Desktop\Sem 4\PROJEXA-AI\Projexa-AI\Trial#1\Data_downloading\raw_audio\HeStutters\1_122.wav,0,1,0,0,0
C:\Users\abhyu\Desktop\Sem 4\PROJEXA-AI\Projexa-AI\Trial#1\Data_downloading\raw_audio\HeStutters\1_123.wav,1,1,0,0,0
C:\Users\abhyu\Desktop\Sem 4\PROJEXA-AI\Projexa-AI\Trial#1\Data_downloading\raw_audio\HeStutters\1_124.wav,0,0,1,0,0
C:\Users\abhyu\Desktop\Sem 4\PROJEXA-AI\Projexa-AI\Trial#1\Data_downloading\raw_audio\HeStutters\1_125.wav,0,1,1,0,0
C:\Users\abhyu\Desktop\Sem 4\PROJEXA-AI\Projexa-AI\Trial#1\Data_downloading\raw_audio\HeStutters\1_126.wav,0,0,0,0,1
C:\Users\abhyu\Desktop\Sem 4\PROJEXA-AI\Projexa-AI\Trial#1\Data_downloading\raw_audio\HeStutters\1_127.wav,0,0,1,1,0
C:\Users\abhyu\Desktop\Sem 4\PROJEXA-AI\Projexa-AI\Trial#1\Data_downloading\raw_audio\HeStutters\1_128.wav,1,1,0,0,0
C:\Users\abhyu\Desktop\Sem 4\PROJEXA-AI\Projexa-AI\Trial#1\Data_downloading\raw_audio\HeStutters\1_129.wav,1,1,1,0,0
C:\Users\abhyu\Desktop\Sem 4\PROJEXA-AI\Projexa-AI\Trial#1\Data_downloading\raw_audio\HeStutters\1_130.wav,0,1,1,0,0
C:\Users\abhyu\Desktop\Sem 4\PROJEXA-AI\Projexa-AI\Trial#1\Data_downloading\raw_audio\HeStutters\1_132.wav,0,1,0,0,0
C:\Users\abhyu\Desktop\Sem 4\PROJEXA-AI\Projexa-AI\Trial#1\Data_downloading\raw_audio\HeStutters\1_133.wav,1,1,0,1,1
C:\Users\abhyu\Desktop\Sem 4\PROJEXA-AI\Projexa-AI\Trial#1\Data_downloading\raw_audio\HeStutters\1_134.wav,1,1,0,0,0
C:\Users\abhyu\Desktop\Sem 4\PROJEXA-AI\Projexa-AI\Trial#1\Data_downloading\raw_audio\HeStutters\1_135.wav,1,1,1,0,1
C:\Users\abhyu\Desktop\Sem 4\PROJEXA-AI\Projexa-AI\Trial#1\Data_downloading\raw_audio\HeStutters\1_136.wav,0,1,0,0,0
C:\Users\abhyu\Desktop\Sem 4\PROJEXA-AI\Projexa-AI\Trial#1\Data_downloading\raw_audio\HeStutters\1_137.wav,1,1,1,0,0
C:\Users\abhyu\Desktop\Sem 4\PROJEXA-AI\Projexa-AI\Trial#1\Data_downloading\raw_audio\HeStutters\1_138.wav,1,1,0,0,0
C:\Users\abhyu\Desktop\Sem 4\PROJEXA-AI\Projexa-AI\Trial#1\Data_downloading\raw_audio\HeStutters\1_139.wav,0,1,0,0,0
C:\Users\abhyu\Desktop\Sem 4\PROJEXA-AI\Projexa-AI\Trial#1\Data_downloading\raw_audio\HeStutters\1_140.wav,1,0,0,0,0
C:\Users\abhyu\Desktop\Sem 4\PROJEXA-AI\Projexa-AI\Trial#1\Data_downloading\raw_audio\HeStutters\1_141.wav,0,1,0,0,0
C:\Users\abhyu\Desktop\Sem 4\PROJEXA-AI\Projexa-AI\Trial#1\Data_downloading\raw_audio\HeStutters\1_142.wav,1,1,0,0,0
C:\Users\abhyu\Desktop\Sem 4\PROJEXA-AI\Projexa-AI\Trial#1\Data_downloading\raw_audio\HeStutters\1_143.wav,0,0,0,1,1
C:\Users\abhyu\Desktop\Sem 4\PROJEXA-AI\Projexa-AI\Trial#1\Data_downloading\raw_audio\HeStutters\1_144.wav,1,0,0,0,0
C:\Users\abhyu\Desktop\Sem 4\PROJEXA-AI\Projexa-AI\Trial#1\Data_downloading\raw_audio\HeStutters\1_145.wav,1,1,0,0,0
C:\Users\abhyu\Desktop\Sem 4\PROJEXA-AI\Projexa-AI\Trial#1\Data_downloading\raw_audio\HeStutters\1_146.wav,0,1,0,1,1
C:\Users\abhyu\Desktop\Sem 4\PROJEXA-AI\Projexa-AI\Trial#1\Data_downloading\raw_audio\HeStutters\1_147.wav,0,1,1,0,0
C:\Users\abhyu\Desktop\Sem 4\PROJEXA-AI\Projexa-AI\Trial#1\Data_downloading\raw_audio\HeStutters\1_148.wav,1,0,0,0,0
C:\Users\abhyu\Desktop\Sem 4\PROJEXA-AI\Projexa-AI\Trial#1\Data_downloading\raw_audio\HeStutters\1_149.wav,1,0,0,0,0
C:\Users\abhyu\Desktop\Sem 4\PROJEXA-AI\Projexa-AI\Trial#1\Data_downloading\raw_audio\HeStutters\1_150.wav,0,1,0,0,0
C:\Users\abhyu\Desktop\Sem 4\PROJEXA-AI\Projexa-AI\Trial#1\Data_downloading\raw_audio\HeStutters\1_151.wav,0,0,1,0,0
C:\Users\abhyu\Desktop\Sem 4\PROJEXA-AI\Projexa-AI\Trial#1\Data_downloading\raw_audio\HeStutters\1_153.wav,0,0,1,0,0
C:\Users\abhyu\Desktop\Sem 4\PROJEXA-AI\Projexa-AI\Trial#1\Data_downloading\raw_audio\HeStutters\1_154.wav,1,1,1,0,0
C:\Users\abhyu\Desktop\Sem 4\PROJEXA-AI\Projexa-AI\Trial#1\Data_downloading\raw_audio\HeStutters\1_155.wav,0,0,1,0,0
C:\Users\abhyu\Desktop\Sem 4\PROJEXA-AI\Projexa-AI\Trial#1\Data_downloading\raw_audio\HeStutters\1_156.wav,1,1,1,0,0
C:\Users\abhyu\Desktop\Sem 4\PROJEXA-AI\Projexa-AI\Trial#1\Data_downloading\raw_audio\HeStutters\1_157.wav,0,1,1,1,1
C:\Users\abhyu\Desktop\Sem 4\PROJEXA-AI\Projexa-AI\Trial#1\Data_downloading\raw_audio\HeStutters\1_158.wav,0,0,1,1,0
C:\Users\abhyu\Desktop\Sem 4\PROJEXA-AI\Projexa-AI\Trial#1\Data_downloading\raw_audio\HeStutters\1_159.wav,1,1,1,0,0
C:\Users\abhyu\Desktop\Sem 4\PROJEXA-AI\Projexa-AI\Trial#1\Data_downloading\raw_audio\HeStutters\1_160.wav,1,1,1,0,1
C:\Users\abhyu\Desktop\Sem 4\PROJEXA-AI\Projexa-AI\Trial#1\Data_downloading\raw_audio\HeStutters\1_161.wav,1,0,1,0,0
C:\Users\abhyu\Desktop\Sem 4\PROJEXA-AI\Projexa-AI\Trial#1\Data_downloading\raw_audio\HeStutters\1_162.wav,0,1,0,0,0
C:\Users\abhyu\Desktop\Sem 4\PROJEXA-AI\Projexa-AI\Trial#1\Data_downloading\raw_audio\HeStutters\1_163.wav,1,0,1,0,0
C:\Users\abhyu\Desktop\Sem 4\PROJEXA-AI\Projexa-AI\Trial#1\Data_downloading\raw_audio\HeStutters\1_164.wav,1,1,1,0,1
